ReviewID,ProductID,ProductName,Review,Rating
315,32,Apple Mobile 2,Works perfectly,4
316,32,Apple Mobile 2,Excellent product,5
317,32,Apple Mobile 2,Very good quality,5
318,32,Apple Mobile 2,Highly recommended,5
319,32,Apple Mobile 2,Works perfectly,4
320,32,Apple Mobile 2,Worth the money,5
321,33,Apple Mobile 3,Excellent product,4
322,33,Apple Mobile 3,Not worth the price,3
323,33,Apple Mobile 3,Works perfectly,5
324,33,Apple Mobile 3,Not worth the price,2
325,33,Apple Mobile 3,Highly recommended,5
326,33,Apple Mobile 3,Not worth the price,3
327,33,Apple Mobile 3,Worth the money,4
328,33,Apple Mobile 3,Worth the money,4
329,33,Apple Mobile 3,Highly recommended,4
330,33,Apple Mobile 3,Highly recommended,5
331,34,Apple Mobile 4,Works perfectly,4
332,34,Apple Mobile 4,Worth the money,4
333,34,Apple Mobile 4,Excellent product,5
334,34,Apple Mobile 4,Excellent product,4
335,34,Apple Mobile 4,Worth the money,4
336,34,Apple Mobile 4,Excellent product,5
337,34,Apple Mobile 4,Highly recommended,4
338,34,Apple Mobile 4,Highly recommended,4
339,34,Apple Mobile 4,Average quality,3
340,34,Apple Mobile 4,Excellent product,5
341,35,Apple Mobile 5,Works perfectly,4
342,35,Apple Mobile 5,Poor battery,1
343,35,Apple Mobile 5,Very good quality,4
344,35,Apple Mobile 5,Highly recommended,4
345,35,Apple Mobile 5,Very good quality,5
346,35,Apple Mobile 5,Worth the money,4
347,35,Apple Mobile 5,Highly recommended,5
348,35,Apple Mobile 5,Average quality,2
349,35,Apple Mobile 5,Not worth the price,3
350,35,Apple Mobile 5,Stopped working soon,2
351,36,OnePlus Mobile 1,Excellent product,5
352,36,OnePlus Mobile 1,Works perfectly,5
353,36,OnePlus Mobile 1,Highly recommended,4
354,36,OnePlus Mobile 1,Works perfectly,5
355,36,OnePlus Mobile 1,Excellent product,4
356,36,OnePlus Mobile 1,Works perfectly,4
357,36,OnePlus Mobile 1,Disappointing purchase,1
358,36,OnePlus Mobile 1,Works perfectly,5
359,36,OnePlus Mobile 1,Disappointing purchase,3
360,36,OnePlus Mobile 1,Very good quality,5
361,37,OnePlus Mobile 2,Stopped working soon,3
362,37,OnePlus Mobile 2,Excellent product,4
363,37,OnePlus Mobile 2,Works perfectly,4
364,37,OnePlus Mobile 2,Worth the money,5
365,37,OnePlus Mobile 2,Very good quality,5
366,37,OnePlus Mobile 2,Works perfectly,5
367,37,OnePlus Mobile 2,Works perfectly,4
368,37,OnePlus Mobile 2,Works perfectly,4
369,37,OnePlus Mobile 2,Disappointing purchase,2
370,37,OnePlus Mobile 2,Highly recommended,4
371,38,OnePlus Mobile 3,Worth the money,4
372,38,OnePlus Mobile 3,Very good quality,5
373,38,OnePlus Mobile 3,Works perfectly,4
374,38,OnePlus Mobile 3,Works perfectly,5
375,38,OnePlus Mobile 3,Stopped working soon,3
376,38,OnePlus Mobile 3,Stopped working soon,2
377,38,OnePlus Mobile 3,Average quality,2
378,38,OnePlus Mobile 3,Very good quality,5
379,38,OnePlus Mobile 3,Very good quality,4
380,38,OnePlus Mobile 3,Poor battery,3
381,39,OnePlus Mobile 4,Not worth the price,1
382,39,OnePlus Mobile 4,Disappointing purchase,1
383,39,OnePlus Mobile 4,Excellent product,4
384,39,OnePlus Mobile 4,Works perfectly,4
385,39,OnePlus Mobile 4,Highly recommended,5
386,39,OnePlus Mobile 4,Highly recommended,5
387,39,OnePlus Mobile 4,Highly recommended,4
388,39,OnePlus Mobile 4,Works perfectly,4
389,39,OnePlus Mobile 4,Works perfectly,5
390,39,OnePlus Mobile 4,Average quality,3
391,40,OnePlus Mobile 5,Highly recommended,4
392,40,OnePlus Mobile 5,Stopped working soon,2
393,40,OnePlus Mobile 5,Worth the money,5
394,40,OnePlus Mobile 5,Not worth the price,3
395,40,OnePlus Mobile 5,Disappointing purchase,1
396,40,OnePlus Mobile 5,Disappointing purchase,3
397,40,OnePlus Mobile 5,Very good quality,4
398,40,OnePlus Mobile 5,Worth the money,4
399,40,OnePlus Mobile 5,Average quality,1
400,40,OnePlus Mobile 5,Excellent product,5
401,41,Xiaomi Mobile 1,Worth the money,4
402,41,Xiaomi Mobile 1,Very good quality,4
403,41,Xiaomi Mobile 1,Poor battery,1
404,41,Xiaomi Mobile 1,Stopped working soon,3
405,41,Xiaomi Mobile 1,Excellent product,5
406,41,Xiaomi Mobile 1,Poor battery,1
407,41,Xiaomi Mobile 1,Very good quality,5
408,41,Xiaomi Mobile 1,Works perfectly,5
409,41,Xiaomi Mobile 1,Excellent product,5
410,41,Xiaomi Mobile 1,Poor battery,2
411,42,Xiaomi Mobile 2,Worth the money,5
412,42,Xiaomi Mobile 2,Excellent product,4
413,42,Xiaomi Mobile 2,Works perfectly,4
414,42,Xiaomi Mobile 2,Disappointing purchase,2
415,42,Xiaomi Mobile 2,Worth the money,4
416,42,Xiaomi Mobile 2,Very good quality,4
417,42,Xiaomi Mobile 2,Very good quality,5
418,42,Xiaomi Mobile 2,Not worth the price,2
419,42,Xiaomi Mobile 2,Poor battery,2
420,42,Xiaomi Mobile 2,Average quality,3
421,43,Xiaomi Mobile 3,Poor battery,3
422,43,Xiaomi Mobile 3,Excellent product,5
423,43,Xiaomi Mobile 3,Stopped working soon,3
424,43,Xiaomi Mobile 3,Excellent product,4
425,43,Xiaomi Mobile 3,Excellent product,5
426,43,Xiaomi Mobile 3,Works perfectly,5
427,43,Xiaomi Mobile 3,Excellent product,4
428,43,Xiaomi Mobile 3,Poor battery,3
429,43,Xiaomi Mobile 3,Very good quality,4
430,43,Xiaomi Mobile 3,Not worth the price,1
431,44,Xiaomi Mobile 4,Highly recommended,4
432,44,Xiaomi Mobile 4,Worth the money,5
433,44,Xiaomi Mobile 4,Works perfectly,4
434,44,Xiaomi Mobile 4,Highly recommended,5
435,44,Xiaomi Mobile 4,Stopped working soon,2
436,44,Xiaomi Mobile 4,Poor battery,1
437,44,Xiaomi Mobile 4,Stopped working soon,3
438,44,Xiaomi Mobile 4,Excellent product,4
439,44,Xiaomi Mobile 4,Worth the money,4
440,44,Xiaomi Mobile 4,Worth the money,5
441,45,Xiaomi Mobile 5,Worth the money,4
442,45,Xiaomi Mobile 5,Excellent product,5
443,45,Xiaomi Mobile 5,Works perfectly,5
444,45,Xiaomi Mobile 5,Works perfectly,5
445,45,Xiaomi Mobile 5,Worth the money,4
446,45,Xiaomi Mobile 5,Highly recommended,4
447,45,Xiaomi Mobile 5,Worth the money,4
448,45,Xiaomi Mobile 5,Disappointing purchase,1
449,45,Xiaomi Mobile 5,Highly recommended,4
450,45,Xiaomi Mobile 5,Works perfectly,5
451,46,Realme Mobile 1,Highly recommended,5
452,46,Realme Mobile 1,Works perfectly,4
453,46,Realme Mobile 1,Very good quality,5
454,46,Realme Mobile 1,Highly recommended,5
455,46,Realme Mobile 1,Not worth the price,3
456,46,Realme Mobile 1,Very good quality,5
457,46,Realme Mobile 1,Excellent product,5
458,46,Realme Mobile 1,Worth the money,4
459,46,Realme Mobile 1,Very good quality,4
460,46,Realme Mobile 1,Worth the money,4
461,47,Realme Mobile 2,Excellent product,4
462,47,Realme Mobile 2,Disappointing purchase,2
463,47,Realme Mobile 2,Highly recommended,5
464,47,Realme Mobile 2,Excellent product,4
465,47,Realme Mobile 2,Works perfectly,4
466,47,Realme Mobile 2,Worth the money,5
467,47,Realme Mobile 2,Excellent product,5
468,47,Realme Mobile 2,Highly recommended,5
469,47,Realme Mobile 2,Average quality,1
470,47,Realme Mobile 2,Stopped working soon,2
471,48,Realme Mobile 3,Average quality,1
472,48,Realme Mobile 3,Highly recommended,4
473,48,Realme Mobile 3,Worth the money,4
474,48,Realme Mobile 3,Stopped working soon,2
475,48,Realme Mobile 3,Highly recommended,5
476,48,Realme Mobile 3,Worth the money,4
477,48,Realme Mobile 3,Excellent product,4
478,48,Realme Mobile 3,Excellent product,5
479,48,Realme Mobile 3,Stopped working soon,3
480,48,Realme Mobile 3,Works perfectly,5
481,49,Realme Mobile 4,Poor battery,3
482,49,Realme Mobile 4,Highly recommended,4
483,49,Realme Mobile 4,Worth the money,4
484,49,Realme Mobile 4,Works perfectly,4
485,49,Realme Mobile 4,Stopped working soon,2
486,49,Realme Mobile 4,Highly recommended,4
487,49,Realme Mobile 4,Not worth the price,1
488,49,Realme Mobile 4,Very good quality,5
489,49,Realme Mobile 4,Works perfectly,5
490,49,Realme Mobile 4,Excellent product,5
491,50,Realme Mobile 5,Very good quality,4
492,50,Realme Mobile 5,Very good quality,4
493,50,Realme Mobile 5,Worth the money,5
494,50,Realme Mobile 5,Stopped working soon,3
495,50,Realme Mobile 5,Works perfectly,5
496,50,Realme Mobile 5,Excellent product,5
497,50,Realme Mobile 5,Disappointing purchase,1
498,50,Realme Mobile 5,Worth the money,5
499,50,Realme Mobile 5,Very good quality,4
500,50,Realme Mobile 5,Poor battery,1
501,51,Sony Headphones 1,Highly recommended,5
502,51,Sony Headphones 1,Worth the money,5
503,51,Sony Headphones 1,Excellent product,4
504,51,Sony Headphones 1,Highly recommended,5
505,51,Sony Headphones 1,Highly recommended,4
506,51,Sony Headphones 1,Works perfectly,5
507,51,Sony Headphones 1,Worth the money,4
508,51,Sony Headphones 1,Not worth the price,2
509,51,Sony Headphones 1,Works perfectly,5
510,51,Sony Headphones 1,Average quality,1
511,52,Sony Headphones 2,Excellent product,4
512,52,Sony Headphones 2,Excellent product,4
513,52,Sony Headphones 2,Works perfectly,5
514,52,Sony Headphones 2,Worth the money,4
515,52,Sony Headphones 2,Very good quality,4
516,52,Sony Headphones 2,Works perfectly,4
517,52,Sony Headphones 2,Highly recommended,5
518,52,Sony Headphones 2,Highly recommended,4
519,52,Sony Headphones 2,Highly recommended,4
520,52,Sony Headphones 2,Average quality,1
521,53,Sony Headphones 3,Worth the money,5
522,53,Sony Headphones 3,Worth the money,5
523,53,Sony Headphones 3,Highly recommended,5
524,53,Sony Headphones 3,Stopped working soon,2
525,53,Sony Headphones 3,Poor battery,3
526,53,Sony Headphones 3,Not worth the price,2
527,53,Sony Headphones 3,Not worth the price,3
528,53,Sony Headphones 3,Excellent product,5
529,53,Sony Headphones 3,Very good quality,4
530,53,Sony Headphones 3,Excellent product,4
531,54,Sony Headphones 4,Poor battery,1
532,54,Sony Headphones 4,Worth the money,5
533,54,Sony Headphones 4,Disappointing purchase,1
534,54,Sony Headphones 4,Very good quality,5
535,54,Sony Headphones 4,Very good quality,4
536,54,Sony Headphones 4,Very good quality,4
537,54,Sony Headphones 4,Poor battery,2
538,54,Sony Headphones 4,Works perfectly,5
539,54,Sony Headphones 4,Highly recommended,4
540,54,Sony Headphones 4,Stopped working soon,2
541,55,Sony Headphones 5,Disappointing purchase,1
542,55,Sony Headphones 5,Worth the money,5
543,55,Sony Headphones 5,Works perfectly,4
544,55,Sony Headphones 5,Average quality,2
545,55,Sony Headphones 5,Very good quality,4
546,55,Sony Headphones 5,Excellent product,4
547,55,Sony Headphones 5,Worth the money,4
548,55,Sony Headphones 5,Excellent product,5
549,55,Sony Headphones 5,Excellent product,4
550,55,Sony Headphones 5,Excellent product,5
551,56,Boat Headphones 1,Worth the money,5
552,56,Boat Headphones 1,Very good quality,5
553,56,Boat Headphones 1,Disappointing purchase,3
554,56,Boat Headphones 1,Average quality,2
555,56,Boat Headphones 1,Poor battery,2
556,56,Boat Headphones 1,Very good quality,5
557,56,Boat Headphones 1,Highly recommended,4
558,56,Boat Headphones 1,Stopped working soon,2
559,56,Boat Headphones 1,Stopped working soon,1
560,56,Boat Headphones 1,Excellent product,5
561,57,Boat Headphones 2,Worth the money,5
562,57,Boat Headphones 2,Excellent product,4
563,57,Boat Headphones 2,Very good quality,4
564,57,Boat Headphones 2,Very good quality,5
565,57,Boat Headphones 2,Works perfectly,4
566,57,Boat Headphones 2,Highly recommended,5
567,57,Boat Headphones 2,Highly recommended,5
568,57,Boat Headphones 2,Stopped working soon,3
569,57,Boat Headphones 2,Poor battery,1
570,57,Boat Headphones 2,Worth the money,4
571,58,Boat Headphones 3,Very good quality,5
572,58,Boat Headphones 3,Excellent product,5
573,58,Boat Headphones 3,Highly recommended,5
574,58,Boat Headphones 3,Worth the money,5
575,58,Boat Headphones 3,Excellent product,5
576,58,Boat Headphones 3,Very good quality,4
577,58,Boat Headphones 3,Disappointing purchase,3
578,58,Boat Headphones 3,Worth the money,5
579,58,Boat Headphones 3,Excellent product,4
580,58,Boat Headphones 3,Average quality,1
581,59,Boat Headphones 4,Highly recommended,5
582,59,Boat Headphones 4,Very good quality,4
583,59,Boat Headphones 4,Poor battery,1
584,59,Boat Headphones 4,Not worth the price,2
585,59,Boat Headphones 4,Worth the money,5
586,59,Boat Headphones 4,Average quality,1
587,59,Boat Headphones 4,Poor battery,2
588,59,Boat Headphones 4,Worth the money,5
589,59,Boat Headphones 4,Worth the money,5
590,59,Boat Headphones 4,Works perfectly,5
591,60,Boat Headphones 5,Worth the money,4
592,60,Boat Headphones 5,Not worth the price,3
593,60,Boat Headphones 5,Worth the money,5
594,60,Boat Headphones 5,Poor battery,1
595,60,Boat Headphones 5,Not worth the price,3
596,60,Boat Headphones 5,Works perfectly,5
597,60,Boat Headphones 5,Works perfectly,5
598,60,Boat Headphones 5,Excellent product,4
599,60,Boat Headphones 5,Works perfectly,4
